"Guid","CurrencyIsoCode","SBQQ__IsRead__c","SBQQ__JobDetails__c","SBQQ__JobId__c","SBQQ__JobStatus__c","SBQQ__RecordId__c","SBQQ__RedirectUrl__c","SBQQ__Stacktrace__c"
74e3f40b-9e86-4347-a37b-22783bb3d26b,USD,false,"#N/A",7073h00000bxoVP,"#N/A",a0l1I00000A1n6aQAB::QuoteCalculator,"#N/A","#N/A"
74e9af3e-3f1d-4ddc-9d75-b9d7e17635a0,USD,false,"#N/A",7073h00000bxnfW,"#N/A",a0l1I0000084BmpQAE::QuoteCalculator,"#N/A","#N/A"
74f1b578-7c42-4165-9023-9f5f5278cde5,USD,false,"#N/A",7073h00001KHSBX,"#N/A",a0l3h000000vraXAAQ::QuoteCalculator,"#N/A","#N/A"
75075758-5c81-4105-b69a-8166a8539326,USD,false,"#N/A",7073h00000bxnhz,"#N/A",a0l1I0000084Rt6QAE::QuoteCalculator,"#N/A","#N/A"
75096e7c-880a-4757-8d01-5ea6c877f433,USD,false,"#N/A",7073h00000bxp6U,Completed,a0l1I00000CPaxFQAT::QuoteCalculator,"#N/A","#N/A"
7512734d-71ea-444f-b7d0-b9a900fe25e8,USD,false,"#N/A",7073h00000bxoDf,Completed,a0l1I00000997m6QAA::QuoteCalculator,"#N/A","#N/A"
7518ad70-fb54-49fb-bff1-0f59d6ac0247,USD,false,"#N/A",7073h00000bxoNq,"#N/A",8001I000000qMo9QAE::QuoteCalculator,"#N/A","#N/A"
75214827-e83d-4b76-8714-b710205c2142,USD,false,"#N/A",7073h00000bxpUc,"#N/A",a0l1I00000CRjZ9QAL::QuoteCalculator,"#N/A","#N/A"
7525876e-c646-4828-aff4-5c1b1cd264e0,USD,false,"#N/A",7073h00000bxog9,"#N/A",8011I000002ciKmQAI::OrderCalculator,"#N/A","#N/A"
753f0f79-92ff-441d-b31b-86d419884890,USD,false,"#N/A",7073h00000bxpAw,"#N/A",a0l1I00000CPt35QAD::QuoteCalculator,"#N/A","#N/A"
75446ee5-2368-4eb8-afe0-87d8ac09b406,USD,false,"#N/A",7073h00000bxpMb,Completed,a0l1I00000CQzBoQAL::QuoteCalculator,"#N/A","#N/A"
755a8a1c-1c89-4c65-a569-67d66d016da9,USD,false,"#N/A",7073h00000bxpGK,"#N/A",a0l1I00000CQHWGQA5::QuoteCalculator,"#N/A","#N/A"
755b7b5b-8e6b-45b1-9496-14a4bdd58dd5,USD,false,"#N/A",7073h00000bxpNa,"#N/A",a0l1I00000CR4ylQAD::QuoteCalculator,"#N/A","#N/A"
75652968-539d-49c8-b580-d372d53f0f60,USD,false,"#N/A",7073h00000bxoy1,"#N/A",a0l1I00000COpNyQAL::QuoteCalculator,"#N/A","#N/A"
75684fd6-8f95-477a-b6ef-62bee9f605c7,USD,false,"#N/A",7073h00000bxoMm,"#N/A",8011I000002bVsfQAE::OrderCalculator,"#N/A","#N/A"
756b7417-0189-431c-9995-85c21b2f523f,USD,false,"#N/A",7073h00000bxojS,"#N/A",a0l1I00000A2iGkQAJ::QuoteCalculator,"#N/A","#N/A"
756c651e-683d-4253-b1b4-ecbaf2595089,USD,false,"#N/A",7073h00000bxpRR,"#N/A",8001I000000Wdj3QAC::QuoteCalculator,"#N/A","#N/A"
757c1d52-3fb2-42ac-bb04-0c8fe9088976,USD,false,"#N/A",7073h00000bxoJM,Completed,a0l1I00000A19oKQAR::QuoteCalculator,"#N/A","#N/A"
757c45f2-23b3-4882-8b15-2184f0c44a5f,USD,false,"#N/A",7073h00000bxo3U,"#N/A",a0l1I000003e1iiQAA::QuoteCalculator,"#N/A","#N/A"
757f1e06-a447-48a6-937f-57897ad83e7e,USD,false,"#N/A",7073h00000bxoZX,Completed,a0l1I00000A1pA1QAJ::QuoteCalculator,"#N/A","#N/A"
7586821a-aca0-47b2-8e81-b5b579642d80,USD,false,"#N/A",7073h00000bxopD,Completed,a0l1I00000A3GwoQAF::QuoteCalculator,"#N/A","#N/A"
758d6072-61a5-4c87-8cab-9ca8db13d61e,USD,false,"#N/A",7073h00000bxoJm,Completed,a0l1I00000A1DRTQA3::QuoteCalculator,"#N/A","#N/A"
759d315f-f530-4ef1-9787-d211ffe81ef7,USD,false,"#N/A",7073h00000bxntd,"#N/A",8011I000002PP7tQAG::OrderCalculator,"#N/A","#N/A"
759fae55-f963-4968-a78b-d911b54d81f8,USD,false,"#N/A",7073h00000bxpAG,"#N/A",a0l1I00000CPqKPQA1::QuoteCalculator,"#N/A","#N/A"
759ff57e-fc15-43bd-be82-9b42cca20878,USD,false,"#N/A",7073h00000bxoqQ,"#N/A",0061I00000H0MbEQAV::QuoteCalculator,"#N/A","#N/A"
75b433b1-2c43-424b-b29e-b53f866a161c,USD,false,"#N/A",7073h00000bxour,"#N/A",8011I000002YPTWQA4::OrderCalculator,"#N/A","#N/A"
75c504b9-cda6-4d13-8eab-12a5662ac812,USD,false,"#N/A",7073h00000bxnTC,"#N/A",a0l1I00000A1IltQAF::QuoteDocumentService,"#N/A","#N/A"
75c5569f-c1de-408f-9bfc-5bb7335fef94,USD,false,"#N/A",7073h00000bxpWC,Completed,a0l1I00000CRvUCQA1::QuoteCalculator,"#N/A","#N/A"
75d5cc5b-0c22-431d-a55f-4ad75440181f,USD,false,"#N/A",7073h00000bxp62,Completed,a0l1I00000CPYcLQAX::QuoteCalculator,"#N/A","#N/A"
75de8bc1-36df-4911-b21e-8f479e48173a,USD,false,"#N/A",7073h00000bxo3z,"#N/A",8001I000000M5jwQAC::QuoteCalculator,"#N/A","#N/A"
75e14135-971b-4028-8797-eb0c436db7dd,USD,false,"#N/A",7073h00000bxoMv,"#N/A",0061I00000GPMe3QAH::QuoteCalculator,"#N/A","#N/A"
75e3cc28-f4c0-4dc5-b148-d8b6a16b8ee4,USD,false,"#N/A",7073h00000bxoTI,"#N/A",a0l1I00000A1kqWQAR::QuoteCalculator,"#N/A","#N/A"
75e3fd70-f863-45e9-8632-b4e30b42a79c,USD,false,"#N/A",7073h00000bxnYA,"#N/A",a0l1I00000A2pAfQAJ::QuoteDocumentService,"#N/A","#N/A"
75ec7f91-abbd-4b2b-b893-83fd0ed53c66,USD,false,"#N/A",7073h00000bxp8D,"#N/A",8001I000000Wa0RQAS::QuoteCalculator,"#N/A","#N/A"
75ec8e47-a7fd-4fc4-ad08-e93aaffcba0a,USD,false,"#N/A",7073h00000bxoej,"#N/A",a0l1I00000A2EskQAF::QuoteCalculator,"#N/A","#N/A"
75ecf8eb-d25c-4a63-8a73-e61be1abf685,USD,false,"#N/A",7073h00001KHS9a,"#N/A",a0l3h000000vrYVAAY::QuoteCalculator,"#N/A","#N/A"
75eedba0-0774-4c43-8031-63654dd298e4,USD,false,"#N/A",7073h00000bxorh,"#N/A",8011I000002Xe7pQAC::OrderCalculator,"#N/A","#N/A"
75efd5e5-d292-4e26-bcf0-b83f30d88f71,USD,false,"#N/A",7073h00000bxnVm,"#N/A",a0l1I00000A1s5HQAR::QuoteDocumentService,"#N/A","#N/A"
75f58e62-2caa-4e5e-8399-8957279df0b4,USD,false,"#N/A",7073h00000bxnqk,Completed,a0l1I000005VBs3QAG::QuoteCalculator,"#N/A","#N/A"
7604ac96-b5a3-433e-bf88-15b9086c175a,USD,false,"#N/A",7073h00000bxneq,"#N/A",a0l1I00000847n7QAA::QuoteCalculator,"#N/A","#N/A"
7606bcbc-cd68-44d8-b508-2b658ef95eed,USD,false,"#N/A",7073h00000bxnP4,"#N/A",a0l1I000005VGQJQA4::QuoteDocumentService,"#N/A","#N/A"
760e5f94-9899-4ede-929c-abb89c7a039d,USD,false,"#N/A",7073h00000bxosM,"#N/A",a0l1I00000COEqQQAX::QuoteCalculator,"#N/A","#N/A"
7613541a-35ae-4747-898e-a145b10917c8,USD,false,"#N/A",7073h00000bxoHO,"#N/A",a0l1I0000099YaPQAU::QuoteCalculator,"#N/A","#N/A"
7613f9d1-c557-4878-85d0-cf04a777bb54,USD,false,"#N/A",7073h00000bxoX5,"#N/A",8011I000002bpsoQAA::OrderCalculator,"#N/A","#N/A"
7614f8a6-3e42-40f0-a4aa-ef75b94dc9eb,USD,false,"#N/A",7073h00000bxnYx,"#N/A",a0l1I00000COZRCQA5::QuoteDocumentService,"#N/A","#N/A"
76174bc3-4cf0-4508-bbe1-ac75e5166958,USD,false,"#N/A",7073h00000bxpHc,"#N/A",8011I000002wyALQAY::OrderCalculator,"#N/A","#N/A"
7618914e-c6c3-4d03-9410-6d4370a6fe1e,USD,false,"#N/A",7073h00000bxoLd,"#N/A",a0l1I00000A1RBvQAN::QuoteCalculator,"#N/A","#N/A"
7628cd82-1e9c-4c38-a7c0-f5b3e4fae7a4,USD,false,"#N/A",7073h00000bxoEe,"#N/A",8001I000000MAtCQAW::QuoteCalculator,"#N/A","#N/A"
7630a87c-57d5-45a9-90eb-908530202b3e,USD,false,"#N/A",7073h00000bxo1s,"#N/A",a0l1I000003dxO4QAI::QuoteCalculator,"#N/A","#N/A"
763f0e97-c0fa-4401-87b4-11b27babff7e,USD,false,"#N/A",7073h00000bxoa3,"#N/A",8011I000002bwJmQAI::OrderCalculator,"#N/A","#N/A"
76427469-e2fc-45be-8210-52f94b0453fb,USD,false,"#N/A",7073h00000bxnso,"#N/A",8011I000002POMnQAO::OrderCalculator,"#N/A","#N/A"
7647949d-9b28-4531-a8b1-f7dedb3f2f2d,GBP,false,"#N/A",7073h00000bxnQw,"#N/A",a0l1I000003eHOvQAM::QuoteDocumentService,"#N/A","#N/A"
765314d3-b723-4030-aede-b4247f118f5d,USD,false,"#N/A",7073h00000bxnas,"#N/A",a0l1I00000CQHKIQA5::QuoteDocumentService,"#N/A","#N/A"
765d6a07-bf49-434a-99df-cf694898eb4e,USD,false,"#N/A",7073h00000bxo8b,"#N/A",8011I0000024gvrQAA::OrderCalculator,"#N/A","#N/A"
7663d117-431b-4463-82ee-9dd70c3642f5,USD,false,"#N/A",7073h00001KHS5e,"#N/A",a0l3h000000vrcIAAQ::QuoteCalculator,"#N/A","#N/A"
766a7329-7b56-495f-815c-b003e4bbd1c9,USD,false,"#N/A",7073h00000bxoBN,"#N/A",a0l1I0000098oZpQAI::QuoteCalculator,"#N/A","#N/A"
76758d86-8e5e-4fee-8be4-5f43a2f9938f,USD,false,"#N/A",7073h00000bxpGj,"#N/A",8011I000002wlCDQAY::OrderCalculator,"#N/A","#N/A"
767ced40-d0b2-4d65-9cb4-46b82ec86de0,USD,false,"#N/A",7073h00000bxnrZ,"#N/A",a0l1I000005VChkQAG::QuoteCalculator,"#N/A","#N/A"
767eab2e-c283-4ca9-8dd6-8ee5f9df82e4,USD,false,"#N/A","#N/A",Completed,a0l1I00000CP6pHQAT::QuoteCalculator,"#N/A","#N/A"
767fad6b-691c-4980-a672-97ac6d26bce7,USD,false,"#N/A",7073h00000bxoDW,Completed,a0l1I00000995XVQAY::QuoteCalculator,"#N/A","#N/A"
768bac5f-cf93-4781-a34b-dfd0c2b9e1b3,USD,false,"#N/A",7073h00001KHS5e,"#N/A",a0l3h000000vrcUAAQ::QuoteCalculator,"#N/A","#N/A"
76a0f8d6-a246-4373-bb1e-a8623810e63b,USD,false,"#N/A",7073h00000bxnoR,"#N/A",8011I000002PDd0QAG::OrderCalculator,"#N/A","#N/A"
76a32a65-cec2-4060-bc72-c758ec67ef24,USD,false,"#N/A",7073h00000bxntt,"#N/A",8011I000002PPPEQA4::OrderCalculator,"#N/A","#N/A"
76a56822-24e2-454b-8236-0e2ee6350d44,USD,false,"#N/A",7073h00000bxpB4,"#N/A",0061I00000HU1hTQAT::QuoteCalculator,"#N/A","#N/A"
76ba97ee-7b82-43ab-948b-b146e7723ddf,USD,false,"#N/A",7073h00000bxpUk,"#N/A",8011I000003C009QAC::OrderCalculator,"#N/A","#N/A"
76bc29aa-fcf2-418c-8e15-fa5785da20ac,USD,false,"#N/A",7073h00000bxpD5,"#N/A",8001I000000WbPgQAK::QuoteCalculator,"#N/A","#N/A"
76bd26ee-e162-48f0-9790-577c01310f87,USD,false,"#N/A",7073h00000bxodk,"#N/A",8001I000000qPhkQAE::QuoteCalculator,"#N/A","#N/A"
76bec8c5-b12d-45ff-99f5-2773582380a2,USD,false,"#N/A",7073h00000bxoLH,"#N/A",a0l1I00000A1O3rQAF::QuoteCalculator,"#N/A","#N/A"
76c7fdf4-a678-42f9-bf3d-1fe21435d12a,USD,false,"#N/A",7073h00000bxpDO,"#N/A",a0l1I00000CQ5DsQAL::QuoteCalculator,"#N/A","#N/A"
76c923b9-c635-4982-83ec-69c7ee679db6,USD,false,"#N/A",7073h00000bxnY4,"#N/A",a0l1I00000A2nSOQAZ::QuoteDocumentService,"#N/A","#N/A"
76cb5164-d0f2-419b-b4e3-9e3809609061,USD,false,"#N/A",7073h00000bxpCW,"#N/A",8011I000002wEgvQAE::OrderCalculator,"#N/A","#N/A"
76cc1e78-65db-499d-aebc-5f7ddb77f062,USD,false,"#N/A",7073h00000bxpYa,"#N/A",a0l1I00000G6gAzQAJ::QuoteCalculator,"#N/A","#N/A"
76cd6db2-82a7-4864-87ba-16f757a16b99,USD,false,"#N/A",7073h00000bxoU3,Completed,a0l1I00000A1kzvQAB::QuoteCalculator,"#N/A","#N/A"
76d44c97-509d-489d-8e2e-e0c8a5d45e06,USD,false,"#N/A",7073h00000bxoUd,"#N/A",8011I000002boK8QAI::OrderCalculator,"#N/A","#N/A"
76d8e332-9e9e-4de0-bc49-4ce7cec3c8ab,USD,false,"#N/A",7073h00000bxp7F,"#N/A",8011I000002vYlxQAE::OrderCalculator,"#N/A","#N/A"
76dea071-0f2f-4295-b1f1-e0ccf177f03e,USD,false,"#N/A",7073h00000bxnWy,"#N/A",a0l1I00000COEgtQAH::QuoteDocumentService,"#N/A","#N/A"
76e76315-b027-4548-be9f-b537a267b4b3,USD,false,"#N/A",7073h00000bxpGW,"#N/A",0061I00000HUlRGQA1::QuoteCalculator,"#N/A","#N/A"
76edd5c2-7d44-4887-ac1b-aa971d52de9e,USD,false,"#N/A",7073h00000bxp1r,"#N/A",8011I000002ujzLQAQ::OrderCalculator,"#N/A","#N/A"
76f18db5-4f44-40d7-82aa-aed7bafa9ab8,USD,false,"#N/A",7073h00000bxoFp,"#N/A",8011I000002hqjlQAA::OrderCalculator,"#N/A","#N/A"
77389038-f1b4-4f24-8e6a-19eacdcfc38b,USD,false,"#N/A",7073h00000bxnfu,"#N/A",8011I000000aVLCQA2::OrderCalculator,"#N/A","#N/A"
773b4194-2df2-48e1-8194-a040d3e733d2,USD,false,"#N/A",7073h00001KHS9t,"#N/A",a0l3h000000vrXCAAY::QuoteCalculator,"#N/A","#N/A"
773d2bc1-d9ce-4dc4-a9bf-5281e360e535,USD,false,"#N/A",7073h00000bxomw,"#N/A",a0l1I00000A2sahQAB::QuoteCalculator,"#N/A","#N/A"
77402bf2-30df-43bb-9bfd-29d6ef1aa750,USD,false,"#N/A",7073h00000bxnrA,"#N/A",8011I000002PKWUQA4::OrderCalculator,"#N/A","#N/A"
7758c7bd-2a3b-4c6e-9b1e-302514e1614e,USD,false,"#N/A",7073h00000bxnuu,"#N/A",8011I000002PTbtQAG::OrderCalculator,"#N/A","#N/A"
775ce735-7db5-4b6b-aec9-98662cf99c38,USD,false,"#N/A",7073h00000bxoKr,Completed,a0l1I00000A1JCSQA3::QuoteCalculator,"#N/A","#N/A"
